,POS_Tweet,class
14806,even young age hoes aint loyal,1
14807,girl get fight girl better ready fade cuz knock go help bitch stomp,1
14808,lying ass bitch,1
14809,employees always rolling eyes pay coins bitch broke af fuck giving attitud,1
14810,hoehoe wasnt saying youre hoe today st,1
14811,bitch sneezes close,1
14812,room bitch somethin dirty,1
14813,never trust yall cute ass bitch waiting strike,1
14814,turned hoe housewife niggas said good girls forever,1
14815,hands feet dirty tell girl pussy stink actually gettin pan,1
14816,everyone bitches want u sleepover sometimes,1
14817,nigga tried hate bitch told cornball im nigga,1
14818,couldnt host park id fuck many young bitches,1
14819,bitch choosy lover,1
14820,niggas tweet wanting good girl giving hoes attention day,1
14821,oomf pussy probably taste patty secret formula,1
14822,bitch ya mom take ass light bill bitch,1
14823,mom lick ass gifts bitch lol,1
14824,brown got chill button sell bitch social media tho even subliminal buddy took time,1
14825,moral comes sex convenient hoe th,1
14826,new nature area replacing indian former zoo expected attract variety migratory birds,2
14827,youre safe pussy boy looooool,0
14828,bladder group protests ad,2
14829,funny ask bet pull lease bitches,1
14830,said ispeakmut theres storm brewing bitch lmao,1
14831,aint got time bitches got ta keep mind mothafuckin riches,1
14832,fuck life lifes bitch better fuck right,1
14833,purge come city ima bitch active shit,1
14834,leaked nudes today amp httptcoswztntfdgn bitch lo,2
14835,bunch insecure bitches,1
14836,band made band look trash,2
14837,fuck pretty girl w head right ho got pair good panties,1
14838,swag swag swag bitch moooob,1
14839,ghetto wins tonight,2
14840,invite fuck smell yo pussy room aint dinner cook bou,1
14841,gone wife bitch let lick head public,1
14842,finding female hoe record tryna find nigga felony,1
14843,bitch look dollars wit sum garbage ass pussy,1
14844,hate wen bitch fart den uughh uuuu fartedno bitch clearly u ill let mfa kno wen im fin,1
14845,sorry side bitches better wife eracheck stats lol,1
14846,mariners said moms get free ball caps mothers day young hoes kids dont get lol,1
14847,said gone understand america went school crackers already brainwashed smh lol,0
14848,yawl chicks love bitches days dreams amp aspirations,1
14849,version trash,2
14850,acting hoe wit niggas show guest appear,1
14851,ion ask nobody ever never problem shit fa people damn bitch get thank,1
14852,voice beat hoe,1
14853,hoes gon tonight,1
14854,aint trippin nothin dippin somethin homeboy say got bad bitch tonight,1
14855,even bird fly land earth,2
14856,flappy birds cheat codes,2
14857,know thats trash,2
14858,fucks amp real talk bitches know,1
14859,hate huge pussy,1
14860,bitches going nuts,1
14861,live street glory die ghetto fame respect fear none pride everything,2
14862,girl seeks studly man nasty sex head like bitch well emailed directly,1
14863,minutes away am clearly desperate need pussy bruh pull,1
14864,bitch begrudgingly fuck likeman big bad man crying bitch,1
14865,theoriginals shows bad ass turn spineless pussys little bitches,1
14866,boo bitch swag scare ya kids worst bar,1
14867,new iphone software shit maybe sue u cunts amp request damages based pussy missed b,1
14868,boy obviously gon slaying pussy tonight dressed ninja turtle,1
14869,sexilexi swag love fag,1
14870,got man roster nearly quickly,2
14871,ever look bitch,1
14872,handed flight good hands bird,2
14873,basic bitches gt basic cable,1
14874,bird courts females building beautiful nest bright objects wildlife http,2
14875,rts go say fuck er right pussy,1
14876,bitches broke tv went wal mart fucked smart tv lol,1
14877,nice work bitches,1
14878,highest score flappy bird cant beat,2
14879,joshuataddac havent slapped bitch weeks,1
14880,movie trash,2
14881,roses redviolets bluei fucked yo bitchbut nigga,1
14882,making homemade pickles working funny tweet pussy going make great old lady,1
14883,yo man want hoe guy holding face kobeshia shut,1
14884,pregnant bitches get bus think suppose give seat bitch fucked nigga,1
14885,today left office ranked role defeating communism,2
14886,so woman bird turned woman sky,2
14887,tweeting cringiest people bitch lmao follows r,1
14888,ghetto bitches pregnant af smh poor kids,1
14889,boss ass bitch song got basics thinking theyre models lmao knowyourplace,1
14890,damn hug bitch,1
14891,nig light skin dark skin mentality lol black,1
14892,bruh let bitch ass babidi turn niggas fam htt,1
14893,hoes swear pussy priceless u sell ass day,1
14894,girlfriend fact hoes gon face boyfriend better let,1
14895,cant miss ya sometimes bitches take shit said give time miss yo ass,1
14896,go cant lose races seanspicer wow wow htt,2
14897,honestly kind get offended people ask eyelashes fake eyelashes arent long bitches,1
14898,hoes dying attention,1
14899,want baby im young retarded,1
14900,not farewell tours fault everyone players underachieved yankees year,2
14901,love dez right hes trash right weeden theres others open,1
14902,shermans bark bite fuck bitch,1
14903,real fucking fight dont play dont play pussy ass niggas,1
14904,cure run course bitches,1
14905,talk hoes,1
14906,supporter reminds double bird universal language,2
14907,awkward moment hold door someone use door bitch better back th,1
14908,value someone gave title value bitch clutch win,1
14909,hoes friendly wants say hi,1
14910,low mzlolabunny really looking next bitch smash,1
14911,pussy work best place weather,1
14912,brees need black hoe cheating man work offshore fuck baby bed w,1
14913,outside dick keep dem hoes sick,1
14914,team hoes,1
14915,got bitches,1
14916,anything said bout moms b led bitch getting stone cold stunner,1
14917,got time fake friends smoke weed fuck hoes nigga drank gin,1
14918,wow assholes niggers look,0
14919,really feel little faggots usually bags heads anyway,0
14920,ignorant ass niggas dm video counting money n say u stuck bitch,1
14921,looked dress,2
14922,dont make anymore dudes used make feel good busting wide open call hoe,1
14923,meets,2
14924,bitch wearing scarf today loves scarf,1
14925,know youre gon stalk tweets know youre dumb fucking bitch,1
14926,making first day bitch,1
14927,people want commit cut hoes relax start complacent,1
14928,cant take girl serious refers bitch guys dates niggas,1
14929,fucked life bitch,1
14930,tony think yr rude little cunt young even know real rock rol,0
14931,dont support ya idiot teabagger youre teabagged nekolin,0
14932,hey slim thats girlfriend screaming trunk didnt slit throat tied aint,1
14933,fuck bitch never loved thot,1
14934,trying fuck hoes,1
14935,dbrad bgulll youre pussies only men throw whammers assholes,1
14936,play soccer cheat girls wear khaki coloured cargos haircut,1
14937,want attention yet shes twitter talking getting somebodies dick wet tonight tongue deez hoes g,1
14938,really built animosity towards reason whats problem bitch cuz lost,1
14939,mfs tell gm mornin bitch dont even tell wide awoke wtf type shit,1
14940,bitches call daddy,1
14941,borderline retarded see andre skill level example go,1
14942,pussy calling gettin trouble,1
14943,tonygoldwyn helped revolving doorshaped head ho arent quiet youre balls deep,1
14944,work chuckling time said revealing age keeps pussy fresh,1
14945,hoes come hoes go revolving cycle,1
14946,nigga fuck bitch dats ha cat ima leave alone fa trifling,1
14947,catfish bitch fake arms,1
14948,ever normal day mind plays horrible trick give whiff good pussy,1
14949,closing eyes shit sometimes bitches able sneak quick nipple lick aint going ham yo,1
14950,apart twitter shed hoes saying shes celibate smh,1
14951,love money fuc bitch wont stress keep mouth closed cuz,1
14952,aint bitch got assyrian kings,1
14953,cant turn hoe housewife hashtag tupac,1
14954,candy pussy,1
14955,always wan na talk gays pussy eating last night ag,0
14956,faints desusnice idea many resumes went straight trash,2
14957,bitch,1
14958,cant appreciate woman youre entertaining hoes,1
14959,violetberry realize going get horror poems wrote abo,2
14960,por jugar con el corazon ganarle los yankees tommylasorda,2
14961,fuckin jail birds thats serious ass play scare shit sus,1
14962,half breed,1
14963,such banana potassium much yellow,2
14964,afraid let feelings show youre bitch,1
14965,wish someone make song hoes aint loyal,1
14966,point tonight,2
14967,uceina bitch lmao,1
14968,give everything ask loyal shawty smh bitches aint shit,1
14969,lot followers bitch third wants fuck second third hate personality,1
14970,think saw today change fuxing ugly xscape bitches,1
14971,happy sit gang oclock ho,2
14972,set birds perched,2
14973,having bitch aint goofy bitch dat aint loyal,1
14974,bitches reality twisted,1
14975,itsablackguy assuming got cup pussy got bicep b wtf,1
14976,eager hoe didnt even read twitpic selfie wearing leotard,1
14977,bitch talking abt bitch face,1
14978,bitch blew high high drugs,1
14979,anaconda dont want none defeat son,2
14980,officially hired bitch,1
14981,avi big tits epic tweet,1
14982,mother fuck flappy bird,1
14983,spell hoe,1
14984,getting bitches,1
14985,many trash drivers,2
14986,men trash homeboy cheating dont tell break family,2
14987,chicks get tired calling bitch go listen talk theyd give hous,1
14988,jeans bluer denabitch let lie know pussy wast overrated ht,1
14989,never knew possible look buy pussy still look cool tha,1
14990,hoes stroll jokes aside loaf dress h,1
14991,youre black hes gon call nigger hard,1
14992,always interesting see people trash react products clubs,2
14993,got hoes flo,1
14994,broke hoes words face,1
14995,bitch,1
14996,bitches aint shit swear think poppin cause instagram famous,1
14997,male rap artist talking money bitches drugs niggas dont wan hear shit,1
14998,plays yankees right,2
14999,just spent good twenty mins trying teach bird skyrim theme song then realized bird,2
15000,think niggas getting head gay bitch,1
15001,horrible trash,0
15002,bleach bitch youda done thing,1
15003,hoe tho right,1
15004,curve tf outta hoes,1
15005,chill shit go hoes real quick,1
15006,loyal girl really truly come smart mouth arguments only hoe let please cause,1
15007,wifey material doesnt come often better recognize rider end hoe,1
15008,fat bitch ruined everything fuck super burnt,1
15009,run niggah imma let know,1
15010,bitch havin buggin,1
15011,shits dry bitch ask water shit,1
15012,prolly dont niggah dont really give fuck feel,1
15013,shave month crush pussy free muzzy rides begin baby,1
15014,st time eating pussy thought supposed literally eat ended biting clit really hard havent,1
15015,hits cats afraid water pussy get wet,1
15016,probably think eating pussy sucking pussy lips lmaoo,1
15017,lt buying bitches vehicles,1
15018,hand fractures career straight games yankees,2
15019,mistakes showing late work running red lights even forgetting take trash aint,2
15020,want cracker,2
15021,windshields coorslightca birds bees drinkers know wer,2
15022,hoe leaving mans house right costume,1
15023,bulls still winning title bland ass offense still pussy darkskin niggas starting line u,1
15024,want fuck bitches listen,1
15025,hoes aint loyal,1
15026,pussy got body counts dead lives,1
15027,shoutout main bitch,1
15028,put pussy make want nobody else,1
15029,know fans stayed clownin suicide watch fat bitch wit beard,1
15030,murder pussy,1
15031,trashi cant say enough fam,2
15032,illegals bringing diseases border patients separated others yellow tape pregnant teens,2
15033,fuck disgusting nigger movie captain phillips red carpet oscars fuc,0
15034,strong black women simply bitch wan argue single thing,1
15035,st time era sole possession last place,2
15036,ugly gay nigga hating ass bitch,1
15037,recap candidate calls candidate whore candidate mocks candidate di,1
15038,skinny bitch throw ha frito,1
15039,dont fuck hoes dont fuck niggas thats fuckin hoes,0
